task,profile,family,group,topology,mode,seed,hidden,heads,head_dim,variant,base_rank,rank_multiplier,actual_M,unique_depth,executed_depth,total_parameters,trainable_parameters,backbone_parameters,router_parameters,batch_size,epochs,lr,mlp_ratio,unified_pos,ref,matrix_macs_B1,config
darcy,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c14_r2_s2,rb_attnres,0,128,8,16,conv_temp,64,2,128,18,32,3982241,3982241,3967649,14592,4,500,0.001,1,False,8,65112393600,darcy/D32/M128/p2_c14_r2_s2/rb_attnres/config.json
darcy,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c14_r2_s2,lb_attnres_1_over_r,0,128,8,16,conv_temp,64,2,128,18,32,3968161,3968161,3967649,512,4,500,0.001,1,False,8,65112393600,darcy/D32/M128/p2_c14_r2_s2/lb_attnres_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,0,128,8,16,temp,64,1,64,5,8,378577,378577,378577,0,1,500,0.001,1,False,8,812809728,elasticity/D8/M64/p1_c3_r2_s1/sr_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,0,128,8,16,temp,64,1,64,5,8,381905,381905,378577,3328,1,500,0.001,1,False,8,812809728,elasticity/D8/M64/p1_c3_r2_s1/rb_attnres/config.json
elasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,0,128,8,16,temp,64,1,64,5,8,379089,379089,378577,512,1,500,0.001,1,False,8,812809728,elasticity/D8/M64/p1_c3_r2_s1/lb_attnres_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,0,128,8,16,temp,64,1,64,6,8,447457,447457,447457,0,1,500,0.001,1,False,8,812809728,elasticity/D8/M64/p2_c2_r2_s2/sr_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,0,128,8,16,temp,64,1,64,6,8,449761,449761,447457,2304,1,500,0.001,1,False,8,812809728,elasticity/D8/M64/p2_c2_r2_s2/rb_attnres/config.json
elasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,0,128,8,16,temp,64,1,64,6,8,447969,447969,447457,512,1,500,0.001,1,False,8,812809728,elasticity/D8/M64/p2_c2_r2_s2/lb_attnres_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,0,128,8,16,temp,64,2,128,5,8,388817,388817,388817,0,1,500,0.001,1,False,8,1067613696,elasticity/D8/M128/p1_c3_r2_s1/sr_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,0,128,8,16,temp,64,2,128,5,8,392145,392145,388817,3328,1,500,0.001,1,False,8,1067613696,elasticity/D8/M128/p1_c3_r2_s1/rb_attnres/config.json
elasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,0,128,8,16,temp,64,2,128,5,8,389329,389329,388817,512,1,500,0.001,1,False,8,1067613696,elasticity/D8/M128/p1_c3_r2_s1/lb_attnres_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,0,128,8,16,temp,64,2,128,6,8,459745,459745,459745,0,1,500,0.001,1,False,8,1067613696,elasticity/D8/M128/p2_c2_r2_s2/sr_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,0,128,8,16,temp,64,2,128,6,8,462049,462049,459745,2304,1,500,0.001,1,False,8,1067613696,elasticity/D8/M128/p2_c2_r2_s2/rb_attnres/config.json
elasticity,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,0,128,8,16,temp,64,2,128,6,8,460257,460257,459745,512,1,500,0.001,1,False,8,1067613696,elasticity/D8/M128/p2_c2_r2_s2/lb_attnres_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c7_r2_s1,sr_1_over_r,0,128,8,16,temp,64,1,64,9,16,654097,654097,654097,0,1,500,0.001,1,False,8,1593146880,elasticity/D16/M64/p1_c7_r2_s1/sr_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c7_r2_s1,rb_attnres,0,128,8,16,temp,64,1,64,9,16,661521,661521,654097,7424,1,500,0.001,1,False,8,1593146880,elasticity/D16/M64/p1_c7_r2_s1/rb_attnres/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c7_r2_s1,lb_attnres_1_over_r,0,128,8,16,temp,64,1,64,9,16,654609,654609,654097,512,1,500,0.001,1,False,8,1593146880,elasticity/D16/M64/p1_c7_r2_s1/lb_attnres_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c6_r2_s2,sr_1_over_r,0,128,8,16,temp,64,1,64,10,16,722977,722977,722977,0,1,500,0.001,1,False,8,1593146880,elasticity/D16/M64/p2_c6_r2_s2/sr_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c6_r2_s2,rb_attnres,0,128,8,16,temp,64,1,64,10,16,729377,729377,722977,6400,1,500,0.001,1,False,8,1593146880,elasticity/D16/M64/p2_c6_r2_s2/rb_attnres/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c6_r2_s2,lb_attnres_1_over_r,0,128,8,16,temp,64,1,64,10,16,723489,723489,722977,512,1,500,0.001,1,False,8,1593146880,elasticity/D16/M64/p2_c6_r2_s2/lb_attnres_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c7_r2_s1,sr_1_over_r,0,128,8,16,temp,64,2,128,9,16,672529,672529,672529,0,1,500,0.001,1,False,8,2102754816,elasticity/D16/M128/p1_c7_r2_s1/sr_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c7_r2_s1,rb_attnres,0,128,8,16,temp,64,2,128,9,16,679953,679953,672529,7424,1,500,0.001,1,False,8,2102754816,elasticity/D16/M128/p1_c7_r2_s1/rb_attnres/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c7_r2_s1,lb_attnres_1_over_r,0,128,8,16,temp,64,2,128,9,16,673041,673041,672529,512,1,500,0.001,1,False,8,2102754816,elasticity/D16/M128/p1_c7_r2_s1/lb_attnres_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c6_r2_s2,sr_1_over_r,0,128,8,16,temp,64,2,128,10,16,743457,743457,743457,0,1,500,0.001,1,False,8,2102754816,elasticity/D16/M128/p2_c6_r2_s2/sr_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c6_r2_s2,rb_attnres,0,128,8,16,temp,64,2,128,10,16,749857,749857,743457,6400,1,500,0.001,1,False,8,2102754816,elasticity/D16/M128/p2_c6_r2_s2/rb_attnres/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c6_r2_s2,lb_attnres_1_over_r,0,128,8,16,temp,64,2,128,10,16,743969,743969,743457,512,1,500,0.001,1,False,8,2102754816,elasticity/D16/M128/p2_c6_r2_s2/lb_attnres_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c11_r2_s1,sr_1_over_r,0,128,8,16,temp,64,1,64,13,24,929617,929617,929617,0,1,500,0.001,1,False,8,2373484032,elasticity/D24/M64/p1_c11_r2_s1/sr_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c11_r2_s1,rb_attnres,0,128,8,16,temp,64,1,64,13,24,941137,941137,929617,11520,1,500,0.001,1,False,8,2373484032,elasticity/D24/M64/p1_c11_r2_s1/rb_attnres/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c11_r2_s1,lb_attnres_1_over_r,0,128,8,16,temp,64,1,64,13,24,930129,930129,929617,512,1,500,0.001,1,False,8,2373484032,elasticity/D24/M64/p1_c11_r2_s1/lb_attnres_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c10_r2_s2,sr_1_over_r,0,128,8,16,temp,64,1,64,14,24,998497,998497,998497,0,1,500,0.001,1,False,8,2373484032,elasticity/D24/M64/p2_c10_r2_s2/sr_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c10_r2_s2,rb_attnres,0,128,8,16,temp,64,1,64,14,24,1008993,1008993,998497,10496,1,500,0.001,1,False,8,2373484032,elasticity/D24/M64/p2_c10_r2_s2/rb_attnres/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c10_r2_s2,lb_attnres_1_over_r,0,128,8,16,temp,64,1,64,14,24,999009,999009,998497,512,1,500,0.001,1,False,8,2373484032,elasticity/D24/M64/p2_c10_r2_s2/lb_attnres_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c11_r2_s1,sr_1_over_r,0,128,8,16,temp,64,2,128,13,24,956241,956241,956241,0,1,500,0.001,1,False,8,3137895936,elasticity/D24/M128/p1_c11_r2_s1/sr_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c11_r2_s1,rb_attnres,0,128,8,16,temp,64,2,128,13,24,967761,967761,956241,11520,1,500,0.001,1,False,8,3137895936,elasticity/D24/M128/p1_c11_r2_s1/rb_attnres/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c11_r2_s1,lb_attnres_1_over_r,0,128,8,16,temp,64,2,128,13,24,956753,956753,956241,512,1,500,0.001,1,False,8,3137895936,elasticity/D24/M128/p1_c11_r2_s1/lb_attnres_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c10_r2_s2,sr_1_over_r,0,128,8,16,temp,64,2,128,14,24,1027169,1027169,1027169,0,1,500,0.001,1,False,8,3137895936,elasticity/D24/M128/p2_c10_r2_s2/sr_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c10_r2_s2,rb_attnres,0,128,8,16,temp,64,2,128,14,24,1037665,1037665,1027169,10496,1,500,0.001,1,False,8,3137895936,elasticity/D24/M128/p2_c10_r2_s2/rb_attnres/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c10_r2_s2,lb_attnres_1_over_r,0,128,8,16,temp,64,2,128,14,24,1027681,1027681,1027169,512,1,500,0.001,1,False,8,3137895936,elasticity/D24/M128/p2_c10_r2_s2/lb_attnres_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c15_r2_s1,sr_1_over_r,0,128,8,16,temp,64,1,64,17,32,1205137,1205137,1205137,0,1,500,0.001,1,False,8,3153821184,elasticity/D32/M64/p1_c15_r2_s1/sr_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c15_r2_s1,rb_attnres,0,128,8,16,temp,64,1,64,17,32,1220753,1220753,1205137,15616,1,500,0.001,1,False,8,3153821184,elasticity/D32/M64/p1_c15_r2_s1/rb_attnres/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c15_r2_s1,lb_attnres_1_over_r,0,128,8,16,temp,64,1,64,17,32,1205649,1205649,1205137,512,1,500,0.001,1,False,8,3153821184,elasticity/D32/M64/p1_c15_r2_s1/lb_attnres_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c14_r2_s2,sr_1_over_r,0,128,8,16,temp,64,1,64,18,32,1274017,1274017,1274017,0,1,500,0.001,1,False,8,3153821184,elasticity/D32/M64/p2_c14_r2_s2/sr_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c14_r2_s2,rb_attnres,0,128,8,16,temp,64,1,64,18,32,1288609,1288609,1274017,14592,1,500,0.001,1,False,8,3153821184,elasticity/D32/M64/p2_c14_r2_s2/rb_attnres/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c14_r2_s2,lb_attnres_1_over_r,0,128,8,16,temp,64,1,64,18,32,1274529,1274529,1274017,512,1,500,0.001,1,False,8,3153821184,elasticity/D32/M64/p2_c14_r2_s2/lb_attnres_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c15_r2_s1,sr_1_over_r,0,128,8,16,temp,64,2,128,17,32,1239953,1239953,1239953,0,1,500,0.001,1,False,8,4173037056,elasticity/D32/M128/p1_c15_r2_s1/sr_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c15_r2_s1,rb_attnres,0,128,8,16,temp,64,2,128,17,32,1255569,1255569,1239953,15616,1,500,0.001,1,False,8,4173037056,elasticity/D32/M128/p1_c15_r2_s1/rb_attnres/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c15_r2_s1,lb_attnres_1_over_r,0,128,8,16,temp,64,2,128,17,32,1240465,1240465,1239953,512,1,500,0.001,1,False,8,4173037056,elasticity/D32/M128/p1_c15_r2_s1/lb_attnres_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c14_r2_s2,sr_1_over_r,0,128,8,16,temp,64,2,128,18,32,1310881,1310881,1310881,0,1,500,0.001,1,False,8,4173037056,elasticity/D32/M128/p2_c14_r2_s2/sr_1_over_r/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c14_r2_s2,rb_attnres,0,128,8,16,temp,64,2,128,18,32,1325473,1325473,1310881,14592,1,500,0.001,1,False,8,4173037056,elasticity/D32/M128/p2_c14_r2_s2/rb_attnres/config.json
elasticity,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c14_r2_s2,lb_attnres_1_over_r,0,128,8,16,temp,64,2,128,18,32,1311393,1311393,1310881,512,1,500,0.001,1,False,8,4173037056,elasticity/D32/M128/p2_c14_r2_s2/lb_attnres_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,0,128,8,16,conv_temp,64,1,64,5,8,1116497,1116497,1116497,0,4,500,0.001,1,False,8,33546125952,pipe/D8/M64/p1_c3_r2_s1/sr_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,0,128,8,16,conv_temp,64,1,64,5,8,1119825,1119825,1116497,3328,4,500,0.001,1,False,8,33546125952,pipe/D8/M64/p1_c3_r2_s1/rb_attnres/config.json
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,0,128,8,16,conv_temp,64,1,64,5,8,1117009,1117009,1116497,512,4,500,0.001,1,False,8,33546125952,pipe/D8/M64/p1_c3_r2_s1/lb_attnres_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,0,128,8,16,conv_temp,64,1,64,6,8,1332961,1332961,1332961,0,4,500,0.001,1,False,8,33546125952,pipe/D8/M64/p2_c2_r2_s2/sr_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,0,128,8,16,conv_temp,64,1,64,6,8,1335265,1335265,1332961,2304,4,500,0.001,1,False,8,33546125952,pipe/D8/M64/p2_c2_r2_s2/rb_attnres/config.json
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,0,128,8,16,conv_temp,64,1,64,6,8,1333473,1333473,1332961,512,4,500,0.001,1,False,8,33546125952,pipe/D8/M64/p2_c2_r2_s2/lb_attnres_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,sr_1_over_r,0,128,8,16,conv_temp,64,2,128,5,8,1126737,1126737,1126737,0,4,500,0.001,1,False,8,37908464256,pipe/D8/M128/p1_c3_r2_s1/sr_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,rb_attnres,0,128,8,16,conv_temp,64,2,128,5,8,1130065,1130065,1126737,3328,4,500,0.001,1,False,8,37908464256,pipe/D8/M128/p1_c3_r2_s1/rb_attnres/config.json
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p1_c3_r2_s1,lb_attnres_1_over_r,0,128,8,16,conv_temp,64,2,128,5,8,1127249,1127249,1126737,512,4,500,0.001,1,False,8,37908464256,pipe/D8/M128/p1_c3_r2_s1/lb_attnres_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,sr_1_over_r,0,128,8,16,conv_temp,64,2,128,6,8,1345249,1345249,1345249,0,4,500,0.001,1,False,8,37908464256,pipe/D8/M128/p2_c2_r2_s2/sr_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,rb_attnres,0,128,8,16,conv_temp,64,2,128,6,8,1347553,1347553,1345249,2304,4,500,0.001,1,False,8,37908464256,pipe/D8/M128/p2_c2_r2_s2/rb_attnres/config.json
pipe,paper_table8_on_release_model,linearno_loop,base_depth8,p2_c2_r2_s2,lb_attnres_1_over_r,0,128,8,16,conv_temp,64,2,128,6,8,1345761,1345761,1345249,512,4,500,0.001,1,False,8,37908464256,pipe/D8/M128/p2_c2_r2_s2/lb_attnres_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c7_r2_s1,sr_1_over_r,0,128,8,16,conv_temp,64,1,64,9,16,1982353,1982353,1982353,0,4,500,0.001,1,False,8,66536309376,pipe/D16/M64/p1_c7_r2_s1/sr_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c7_r2_s1,rb_attnres,0,128,8,16,conv_temp,64,1,64,9,16,1989777,1989777,1982353,7424,4,500,0.001,1,False,8,66536309376,pipe/D16/M64/p1_c7_r2_s1/rb_attnres/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c7_r2_s1,lb_attnres_1_over_r,0,128,8,16,conv_temp,64,1,64,9,16,1982865,1982865,1982353,512,4,500,0.001,1,False,8,66536309376,pipe/D16/M64/p1_c7_r2_s1/lb_attnres_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c6_r2_s2,sr_1_over_r,0,128,8,16,conv_temp,64,1,64,10,16,2198817,2198817,2198817,0,4,500,0.001,1,False,8,66536309376,pipe/D16/M64/p2_c6_r2_s2/sr_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c6_r2_s2,rb_attnres,0,128,8,16,conv_temp,64,1,64,10,16,2205217,2205217,2198817,6400,4,500,0.001,1,False,8,66536309376,pipe/D16/M64/p2_c6_r2_s2/rb_attnres/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c6_r2_s2,lb_attnres_1_over_r,0,128,8,16,conv_temp,64,1,64,10,16,2199329,2199329,2198817,512,4,500,0.001,1,False,8,66536309376,pipe/D16/M64/p2_c6_r2_s2/lb_attnres_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c7_r2_s1,sr_1_over_r,0,128,8,16,conv_temp,64,2,128,9,16,2000785,2000785,2000785,0,4,500,0.001,1,False,8,75260985984,pipe/D16/M128/p1_c7_r2_s1/sr_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c7_r2_s1,rb_attnres,0,128,8,16,conv_temp,64,2,128,9,16,2008209,2008209,2000785,7424,4,500,0.001,1,False,8,75260985984,pipe/D16/M128/p1_c7_r2_s1/rb_attnres/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c7_r2_s1,lb_attnres_1_over_r,0,128,8,16,conv_temp,64,2,128,9,16,2001297,2001297,2000785,512,4,500,0.001,1,False,8,75260985984,pipe/D16/M128/p1_c7_r2_s1/lb_attnres_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c6_r2_s2,sr_1_over_r,0,128,8,16,conv_temp,64,2,128,10,16,2219297,2219297,2219297,0,4,500,0.001,1,False,8,75260985984,pipe/D16/M128/p2_c6_r2_s2/sr_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c6_r2_s2,rb_attnres,0,128,8,16,conv_temp,64,2,128,10,16,2225697,2225697,2219297,6400,4,500,0.001,1,False,8,75260985984,pipe/D16/M128/p2_c6_r2_s2/rb_attnres/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c6_r2_s2,lb_attnres_1_over_r,0,128,8,16,conv_temp,64,2,128,10,16,2219809,2219809,2219297,512,4,500,0.001,1,False,8,75260985984,pipe/D16/M128/p2_c6_r2_s2/lb_attnres_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c11_r2_s1,sr_1_over_r,0,128,8,16,conv_temp,64,1,64,13,24,2848209,2848209,2848209,0,4,500,0.001,1,False,8,99526492800,pipe/D24/M64/p1_c11_r2_s1/sr_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c11_r2_s1,rb_attnres,0,128,8,16,conv_temp,64,1,64,13,24,2859729,2859729,2848209,11520,4,500,0.001,1,False,8,99526492800,pipe/D24/M64/p1_c11_r2_s1/rb_attnres/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c11_r2_s1,lb_attnres_1_over_r,0,128,8,16,conv_temp,64,1,64,13,24,2848721,2848721,2848209,512,4,500,0.001,1,False,8,99526492800,pipe/D24/M64/p1_c11_r2_s1/lb_attnres_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c10_r2_s2,sr_1_over_r,0,128,8,16,conv_temp,64,1,64,14,24,3064673,3064673,3064673,0,4,500,0.001,1,False,8,99526492800,pipe/D24/M64/p2_c10_r2_s2/sr_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c10_r2_s2,rb_attnres,0,128,8,16,conv_temp,64,1,64,14,24,3075169,3075169,3064673,10496,4,500,0.001,1,False,8,99526492800,pipe/D24/M64/p2_c10_r2_s2/rb_attnres/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c10_r2_s2,lb_attnres_1_over_r,0,128,8,16,conv_temp,64,1,64,14,24,3065185,3065185,3064673,512,4,500,0.001,1,False,8,99526492800,pipe/D24/M64/p2_c10_r2_s2/lb_attnres_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c11_r2_s1,sr_1_over_r,0,128,8,16,conv_temp,64,2,128,13,24,2874833,2874833,2874833,0,4,500,0.001,1,False,8,112613507712,pipe/D24/M128/p1_c11_r2_s1/sr_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c11_r2_s1,rb_attnres,0,128,8,16,conv_temp,64,2,128,13,24,2886353,2886353,2874833,11520,4,500,0.001,1,False,8,112613507712,pipe/D24/M128/p1_c11_r2_s1/rb_attnres/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c11_r2_s1,lb_attnres_1_over_r,0,128,8,16,conv_temp,64,2,128,13,24,2875345,2875345,2874833,512,4,500,0.001,1,False,8,112613507712,pipe/D24/M128/p1_c11_r2_s1/lb_attnres_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c10_r2_s2,sr_1_over_r,0,128,8,16,conv_temp,64,2,128,14,24,3093345,3093345,3093345,0,4,500,0.001,1,False,8,112613507712,pipe/D24/M128/p2_c10_r2_s2/sr_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c10_r2_s2,rb_attnres,0,128,8,16,conv_temp,64,2,128,14,24,3103841,3103841,3093345,10496,4,500,0.001,1,False,8,112613507712,pipe/D24/M128/p2_c10_r2_s2/rb_attnres/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c10_r2_s2,lb_attnres_1_over_r,0,128,8,16,conv_temp,64,2,128,14,24,3093857,3093857,3093345,512,4,500,0.001,1,False,8,112613507712,pipe/D24/M128/p2_c10_r2_s2/lb_attnres_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c15_r2_s1,sr_1_over_r,0,128,8,16,conv_temp,64,1,64,17,32,3714065,3714065,3714065,0,4,500,0.001,1,False,8,132516676224,pipe/D32/M64/p1_c15_r2_s1/sr_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c15_r2_s1,rb_attnres,0,128,8,16,conv_temp,64,1,64,17,32,3729681,3729681,3714065,15616,4,500,0.001,1,False,8,132516676224,pipe/D32/M64/p1_c15_r2_s1/rb_attnres/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c15_r2_s1,lb_attnres_1_over_r,0,128,8,16,conv_temp,64,1,64,17,32,3714577,3714577,3714065,512,4,500,0.001,1,False,8,132516676224,pipe/D32/M64/p1_c15_r2_s1/lb_attnres_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c14_r2_s2,sr_1_over_r,0,128,8,16,conv_temp,64,1,64,18,32,3930529,3930529,3930529,0,4,500,0.001,1,False,8,132516676224,pipe/D32/M64/p2_c14_r2_s2/sr_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c14_r2_s2,rb_attnres,0,128,8,16,conv_temp,64,1,64,18,32,3945121,3945121,3930529,14592,4,500,0.001,1,False,8,132516676224,pipe/D32/M64/p2_c14_r2_s2/rb_attnres/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c14_r2_s2,lb_attnres_1_over_r,0,128,8,16,conv_temp,64,1,64,18,32,3931041,3931041,3930529,512,4,500,0.001,1,False,8,132516676224,pipe/D32/M64/p2_c14_r2_s2/lb_attnres_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c15_r2_s1,sr_1_over_r,0,128,8,16,conv_temp,64,2,128,17,32,3748881,3748881,3748881,0,4,500,0.001,1,False,8,149966029440,pipe/D32/M128/p1_c15_r2_s1/sr_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c15_r2_s1,rb_attnres,0,128,8,16,conv_temp,64,2,128,17,32,3764497,3764497,3748881,15616,4,500,0.001,1,False,8,149966029440,pipe/D32/M128/p1_c15_r2_s1/rb_attnres/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p1_c15_r2_s1,lb_attnres_1_over_r,0,128,8,16,conv_temp,64,2,128,17,32,3749393,3749393,3748881,512,4,500,0.001,1,False,8,149966029440,pipe/D32/M128/p1_c15_r2_s1/lb_attnres_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c14_r2_s2,sr_1_over_r,0,128,8,16,conv_temp,64,2,128,18,32,3967393,3967393,3967393,0,4,500,0.001,1,False,8,149966029440,pipe/D32/M128/p2_c14_r2_s2/sr_1_over_r/config.json
pipe,paper_table8_on_release_model,linearno_loop,depth_extension,p2_c14_r2_s2,rb_attnres,0,128,8,16,conv_temp,64,2,128,18,32,3981985,3981985,3967393,14592,4,500,0.001,1,False,8,149966029440,pipe/D32/M128/p2_c14_r2_s2/rb_attnres/config.json
